"","customerID","Prediction"
"1620","5930-GBIWP","Not_Churn"
"1621","6022-KOUQO","Churn"
"1622","6352-TWCAU","Churn"
"1623","2361-UPSND","Not_Churn"
"1624","6035-RIIOM","Not_Churn"
"1625","2929-QNSRW","Not_Churn"
"1626","1262-OPMFY","Churn"
"1627","9504-DSHWM","Not_Churn"
"1628","5035-BVCXS","Churn"
"1629","6267-DCFFZ","Churn"
"1630","3533-UVMOM","Not_Churn"
"1631","2439-LYPMQ","Churn"
"1632","4248-QPAVC","Churn"
"1633","1899-VXWXM","Not_Churn"
"1634","1478-VPOAD","Churn"
"1635","9995-HOTOH","Not_Churn"
"1636","2988-PLAHS","Churn"
"1637","1371-OJCEK","Not_Churn"
"1638","4999-IEZLT","Not_Churn"
"1639","8883-ANODQ","Not_Churn"
"1640","4690-LLKUA","Churn"
"1641","2351-RRBUE","Not_Churn"
"1642","5980-BDHPY","Not_Churn"
"1643","1498-DQNRX","Not_Churn"
"1644","9469-WEJBT","Churn"
"1645","3331-HQDTW","Churn"
"1646","9490-DFPMD","Churn"
"1647","2581-VKIRT","Not_Churn"
"1648","5442-XSDCW","Churn"
"1649","7426-WEIJX","Not_Churn"
"1650","2851-MMUTZ","Not_Churn"
"1651","3049-NDXFL","Churn"
"1652","8580-AECUZ","Churn"
"1653","3307-TLCUD","Not_Churn"
"1654","6625-FLENO","Not_Churn"
"1655","2967-MXRAV","Not_Churn"
"1656","7963-GQRMY","Not_Churn"
"1657","8189-HBVRW","Not_Churn"
"1658","4163-KIUHY","Not_Churn"
"1659","1228-FZFRV","Not_Churn"
"1660","3500-NSDOA","Not_Churn"
"1661","1171-TYKUR","Not_Churn"
"1662","3761-FLYZI","Churn"
"1663","2058-DCJBE","Churn"
"1664","5364-XYIRR","Churn"
"1665","4829-AUOAX","Churn"
"1666","1219-NNDDO","Churn"
"1667","8388-DMKAE","Not_Churn"
"1668","4403-BWPAY","Not_Churn"
"1669","9659-QEQSY","Churn"
"1670","5405-ZMYXQ","Churn"
"1671","5047-LHVLY","Churn"
"1672","1442-OKRJE","Not_Churn"
"1673","4737-AQCPU","Not_Churn"
"1674","9158-VCTQB","Churn"
"1675","2808-CHTDM","Not_Churn"
"1676","6311-UEUME","Churn"
"1677","0793-TWELN","Not_Churn"
"1678","3283-WCWXT","Not_Churn"
"1679","1060-ENTOF","Not_Churn"
"1680","0999-QXNSA","Churn"
"1681","5451-MHQOF","Not_Churn"
"1682","4836-WNFNO","Not_Churn"
"1683","9225-BZLNZ","Not_Churn"
"1684","0354-VXMJC","Not_Churn"
"1685","4422-QVIJA","Not_Churn"
"1686","9365-SRSZE","Churn"
"1687","6839-ITVZJ","Not_Churn"
"1688","8332-OSJDW","Not_Churn"
"1689","4735-BJKOU","Not_Churn"
"1690","0274-JKUJR","Churn"
"1691","5740-YHGTW","Churn"
"1692","8917-SZTTJ","Not_Churn"
"1693","1696-MZVAU","Not_Churn"
"1694","7359-WWYJV","Not_Churn"
"1695","0375-HVGXO","Churn"
"1696","4906-ZHGPK","Not_Churn"
"1697","8593-WHYHV","Churn"
"1698","3795-GWTRD","Not_Churn"
"1699","1298-PHBTI","Not_Churn"
"1700","6223-DHJGV","Not_Churn"
"1701","6961-MJKBO","Not_Churn"
"1702","6097-EQISJ","Not_Churn"
"1703","4423-YLHDV","Churn"
"1704","8158-WPEZG","Not_Churn"
"1705","0107-YHINA","Churn"
"1706","4918-FYJNT","Not_Churn"
"1707","0727-BNRLG","Not_Churn"
"1708","4854-CIDCF","Churn"
"1709","8640-SDGKB","Churn"
"1710","3280-MRDOF","Not_Churn"
"1711","6435-SRWBJ","Churn"
"1712","9964-WBQDJ","Not_Churn"
"1713","6303-KFWSL","Not_Churn"
"1714","1702-CCFNJ","Not_Churn"
"1715","8932-CZHRQ","Not_Churn"
"1716","0386-CWRGM","Not_Churn"
"1717","5515-RUGKN","Churn"
"1718","0404-AHASP","Not_Churn"
"1719","7279-NMVJC","Not_Churn"
"1720","2081-VEYEH","Churn"
"1721","6407-UTSLV","Churn"
"1722","4116-TZAQJ","Churn"
"1723","9060-HJJRW","Not_Churn"
"1724","2587-YNLES","Not_Churn"
"1725","7398-SKNQZ","Churn"
"1726","5935-FCCNB","Churn"
"1727","1958-RNRKS","Not_Churn"
"1728","5136-RGMZO","Not_Churn"
"1729","8345-MVDYC","Not_Churn"
"1730","8226-BXGES","Not_Churn"
"1731","3877-JRJIP","Churn"
"1732","8375-DKEBR","Churn"
"1733","9705-IOVQQ","Churn"
"1734","1015-OWJKI","Not_Churn"
"1735","7511-YMXVQ","Churn"
"1736","2040-XBAVJ","Not_Churn"
"1737","7551-JOHTI","Not_Churn"
"1738","8887-IPQNC","Churn"
"1739","8646-JCOMS","Not_Churn"
"1740","9804-ICWBG","Churn"
"1741","1222-KJNZD","Not_Churn"
"1742","0106-GHRQR","Not_Churn"
"1743","5318-IXUZF","Churn"
"1744","3768-VHXQO","Not_Churn"
"1745","8952-WCVCD","Not_Churn"
"1746","2418-TPEUN","Not_Churn"
"1747","3963-RYFNS","Not_Churn"
"1748","3198-VELRD","Churn"
"1749","8540-ZQGEA","Not_Churn"
"1750","1320-REHCS","Churn"
"1751","4137-JOPHL","Not_Churn"
"1752","9436-ZBZCT","Churn"
"1753","7801-CEDNV","Not_Churn"
"1754","2057-BOYKM","Not_Churn"
"1755","3658-QQJYD","Not_Churn"
"1756","1803-BGNBD","Not_Churn"
"1757","0134-XWXCE","Not_Churn"
"1758","6950-TWMYB","Not_Churn"
"1759","5848-FHRFC","Not_Churn"
"1760","2243-FNMMI","Not_Churn"
"1761","2511-MORQY","Not_Churn"
"1762","5356-KZCKT","Not_Churn"
"1763","9470-XCCEM","Churn"
"1764","6519-CFDBX","Churn"
"1765","3902-MIVLE","Not_Churn"
"1766","0409-WTMPL","Churn"
"1767","8763-KIAFH","Not_Churn"
"1768","3669-WHAFY","Not_Churn"
"1769","3055-VTCGS","Not_Churn"
"1770","3144-KMTWZ","Not_Churn"
"1771","7279-BUYWN","Churn"
"1772","7156-MHUGY","Churn"
"1773","7198-GLXTC","Churn"
"1774","2007-QVGAW","Not_Churn"
"1775","5207-PLSTK","Churn"
"1776","2307-FYNNL","Not_Churn"
"1777","5605-XNWEN","Not_Churn"
"1778","2155-AMQRX","Not_Churn"
"1779","6181-AXXYF","Not_Churn"
"1780","5091-HFAZW","Churn"
"1781","0516-VRYBW","Not_Churn"
"1782","2519-LBNQL","Churn"
"1783","8623-ULFNQ","Not_Churn"
"1784","8380-PEFPE","Churn"
"1785","5687-DKDTV","Not_Churn"
"1786","1568-LJSZU","Not_Churn"
"1787","7530-HDYDS","Churn"
"1788","7789-HKSBS","Not_Churn"
"1789","7416-CKTEP","Not_Churn"
"1790","2586-CWXVV","Churn"
"1791","3096-IZETN","Churn"
"1792","2348-KCJLT","Not_Churn"
"1793","8401-EMUWF","Not_Churn"
"1794","4193-IBKSW","Not_Churn"
"1795","5377-NDTOU","Not_Churn"
"1796","5922-ABDVO","Churn"
"1797","2474-LCNUE","Not_Churn"
"1798","0839-QNXME","Not_Churn"
"1799","3506-OVLKD","Not_Churn"
"1800","9172-ANCRX","Churn"
"1801","6650-VJONK","Not_Churn"
"1802","2178-PMGCJ","Churn"
"1803","7492-TAFJD","Not_Churn"
"1804","2773-MADBQ","Not_Churn"
"1805","6016-LVTJQ","Not_Churn"
"1806","7860-KSUGX","Not_Churn"
"1807","8966-KZXXA","Not_Churn"
"1808","6910-HADCM","Churn"
"1809","4816-LXZYW","Churn"
"1810","9606-PBKBQ","Churn"
"1811","5149-QYTTU","Not_Churn"
"1812","2070-XYMFH","Churn"
"1813","2085-BOJKI","Churn"
"1814","0817-HSUSE","Churn"
"1815","5442-PPTJY","Not_Churn"
"1816","1927-QEWMY","Not_Churn"
"1817","1663-MHLHE","Not_Churn"
"1818","5663-QBGIS","Churn"
"1819","4450-MDZFX","Not_Churn"
"1820","6701-DHKWQ","Not_Churn"
"1821","7554-AKDQF","Not_Churn"
"1822","3536-IQCTX","Churn"
"1823","4911-BANWH","Churn"
"1824","8496-EJAUI","Churn"
"1825","0794-YVSGE","Not_Churn"
"1826","5423-BHIXO","Not_Churn"
"1827","6908-VVYHM","Not_Churn"
"1828","2959-EEXWB","Churn"
"1829","1839-UMACK","Not_Churn"
"1830","3030-YDNRM","Churn"
"1831","7321-KKSDU","Not_Churn"
"1832","3402-XRIUO","Not_Churn"
"1833","3132-TVFDZ","Churn"
"1834","8286-AFUYI","Churn"
"1835","8080-DDEMJ","Churn"
"1836","8356-WUAOJ","Churn"
"1837","6365-MTGZX","Churn"
"1838","1349-WXNGG","Not_Churn"
"1839","8058-DMYRU","Churn"
"1840","9350-ZXYJC","Not_Churn"
"1841","6990-YNRIO","Not_Churn"
"1842","8958-JPTRR","Not_Churn"
"1843","6959-GQEGV","Not_Churn"
"1844","3173-WSSUE","Not_Churn"
"1845","1265-HVPZB","Not_Churn"
"1846","4115-UMJFQ","Not_Churn"
"1847","7369-TRPFD","Not_Churn"
"1848","1098-KFQEC","Not_Churn"
"1849","7190-XHTWJ","Not_Churn"
"1850","0621-TWIEM","Churn"
"1851","3537-RYBHH","Not_Churn"
"1852","2485-ITVKB","Churn"
"1853","3669-OYSJI","Churn"
"1854","1612-EOHDH","Churn"
"1855","6702-OHFWR","Churn"
"1856","5296-BFCYD","Not_Churn"
"1857","4510-PYUSH","Not_Churn"
"1858","9359-JANWS","Not_Churn"
"1859","7517-SAWMO","Not_Churn"
"1860","4143-HHPMK","Churn"
"1861","3279-DYZQM","Not_Churn"
"1862","7054-LGEQW","Churn"
"1863","0523-VNGTF","Churn"
"1864","9575-IWCAZ","Not_Churn"
"1865","7105-MXJLL","Not_Churn"
"1866","7064-FRRSW","Not_Churn"
"1867","7940-UQQUG","Not_Churn"
"1868","0923-PNFUB","Churn"
"1869","3961-SXAXY","Churn"
"1870","7010-BRBUU","Not_Churn"
"1871","3566-HJGPK","Churn"
"1872","3062-ICYZQ","Churn"
"1873","9938-PRCVK","Not_Churn"
"1874","0973-KYVNF","Not_Churn"
"1875","5129-HHMZC","Not_Churn"
"1876","9637-CDTKZ","Not_Churn"
"1877","3946-JEWRQ","Not_Churn"
"1878","7873-CVMAW","Not_Churn"
"1879","0463-WZZKO","Not_Churn"
"1880","3494-JCHRQ","Churn"
"1881","6474-FVJLC","Churn"
"1882","4524-QCSSM","Churn"
"1883","5832-EXGTT","Not_Churn"
"1884","8840-DQLGN","Not_Churn"
"1885","2039-JONDJ","Not_Churn"
"1886","7217-JYHOQ","Not_Churn"
"1887","6695-FRVEC","Not_Churn"
"1888","4547-LYTDD","Not_Churn"
"1889","9894-QMIMJ","Not_Churn"
"1890","8069-YQQAJ","Not_Churn"
"1891","6770-XUAGN","Churn"
"1892","4193-ORFCL","Churn"
"1893","1636-NTNCO","Churn"
"1894","3466-WAESX","Churn"
"1895","9281-PKKZE","Churn"
"1896","3638-VBZTA","Not_Churn"
"1897","7459-IMVYU","Not_Churn"
"1898","7776-QWNFX","Not_Churn"
"1899","6689-TCZHQ","Churn"
"1900","8563-OYMQY","Churn"
"1901","0754-EEBDC","Not_Churn"
"1902","5777-ZPQNC","Not_Churn"
"1903","1951-IEYXM","Not_Churn"
"1904","3318-NMQXL","Churn"
"1905","3143-ILDAL","Not_Churn"
"1906","1022-RKXDR","Not_Churn"
"1907","2361-FJWNO","Not_Churn"
"1908","2272-UOINI","Churn"
"1909","8232-UTFOZ","Not_Churn"
"1910","3750-YHRYO","Not_Churn"
"1911","6637-KYRCV","Churn"
"1912","5668-MEISB","Not_Churn"
"1913","0129-QMPDR","Not_Churn"
"1914","7188-CBBBA","Churn"
"1915","5356-CSVSQ","Churn"
"1916","3221-CJMSG","Not_Churn"
"1917","4720-VSTSI","Churn"
"1918","3219-JQRSL","Not_Churn"
"1919","2801-NISEI","Not_Churn"
"1920","3946-MHCZW","Churn"
"1921","4623-ZKHLY","Not_Churn"
"1922","6732-VAILE","Not_Churn"
"1923","8201-AAXCB","Churn"
"1924","7696-CFTAT","Not_Churn"
"1925","1845-CSBRZ","Churn"
"1926","2123-VSCOT","Not_Churn"
"1927","6651-AZVTJ","Churn"
"1928","4566-GOLUK","Churn"
"1929","2484-DGXPZ","Not_Churn"
"1930","2018-QKYGT","Churn"
"1931","2792-VPPET","Not_Churn"
"1932","7409-JURKQ","Not_Churn"
"1933","3247-MHJKM","Churn"
"1934","1964-SVLEA","Not_Churn"
"1935","4587-NUKOX","Churn"
"1936","7297-DVYGA","Not_Churn"
"1937","2239-CGBUZ","Not_Churn"
"1938","0854-UYHZD","Not_Churn"
"1939","7243-LCGGZ","Churn"
"1940","8267-KFGYD","Churn"
"1941","4890-VMUAV","Not_Churn"
"1942","9261-WDCAF","Churn"
"1943","3764-MNMOI","Not_Churn"
"1944","7442-YGZFK","Churn"
"1945","0420-BWTPW","Not_Churn"
"1946","8229-BUJHX","Not_Churn"
"1947","7449-HVPIV","Not_Churn"
"1948","5504-WSIUR","Not_Churn"
"1949","8183-ONMXC","Churn"
"1950","8466-PZBLH","Not_Churn"
"1951","9614-RMGHA","Not_Churn"
"1952","8735-IJJEG","Not_Churn"
"1953","0564-MUUQK","Not_Churn"
"1954","5054-IEXZT","Churn"
"1955","5834-ASPWA","Churn"
"1956","0701-RFGFI","Churn"
"1957","0019-EFAEP","Not_Churn"
"1958","5619-PTMIK","Not_Churn"
"1959","3737-XBQDD","Churn"
"1960","5882-CMAZQ","Churn"
"1961","5846-QFDFI","Churn"
"1962","4445-KWOKW","Not_Churn"
"1963","3511-APPBJ","Not_Churn"
"1964","7967-HYCDE","Churn"
"1965","2430-RRYUW","Not_Churn"
"1966","3948-XHGNA","Not_Churn"
"1967","3723-BFBGR","Not_Churn"
"1968","0565-IYCGT","Not_Churn"
"1969","5447-WZAFP","Churn"
"1970","5110-CHOPY","Not_Churn"
"1971","5445-UTODQ","Churn"
"1972","4425-OWHWB","Not_Churn"
"1973","7892-QVYKW","Churn"
"1974","9675-ICXCT","Not_Churn"
"1975","1024-VRZHF","Churn"
"1976","4703-MQYKT","Not_Churn"
"1977","9497-QCMMS","Churn"
"1978","5692-ICXLW","Churn"
"1979","0602-DDUML","Not_Churn"
"1980","2208-MPXIO","Not_Churn"
"1981","1960-UYCNN","Churn"
"1982","0348-SDKOL","Not_Churn"
"1983","3190-FZATL","Not_Churn"
"1984","7336-RLLRH","Not_Churn"
"1985","4373-MAVJG","Churn"
"1986","8901-HJXTF","Not_Churn"
"1987","7710-JSYOA","Not_Churn"
"1988","5419-KLXBN","Churn"
"1989","3424-NMNBO","Churn"
"1990","9885-MFVSU","Not_Churn"
"1991","4514-GFCFI","Churn"
"1992","0607-MVMGC","Not_Churn"
"1993","3365-SAIGS","Churn"
"1994","9828-AOQLM","Churn"
"1995","8022-BECSI","Not_Churn"
"1996","8000-REIQB","Churn"
"1997","9993-LHIEB","Not_Churn"
"1998","0266-CLZKZ","Not_Churn"
"1999","7615-ESMYF","Churn"
"2000","3858-VOBET","Churn"
"2001","7020-OZKXZ","Churn"
"2002","3977-QCRSL","Not_Churn"
"2003","0017-DINOC","Not_Churn"
"2004","1447-PJGGA","Not_Churn"
"2005","8565-CLBZW","Not_Churn"
"2006","9139-WQQDY","Churn"
"2007","0224-HJAPT","Churn"
"2008","8086-OVPWV","Churn"
"2009","9430-FRQOC","Churn"
"2010","7639-OPLNG","Not_Churn"
"2011","3074-GQWYX","Churn"
"2012","1492-QGCLU","Not_Churn"
"2013","6845-RGTYS","Churn"
"2014","7328-OWMOM","Not_Churn"
"2015","4418-LZMSV","Not_Churn"
"2016","5155-AZQPB","Not_Churn"
"2017","8861-HGGKB","Churn"
"2018","1087-GRUYI","Not_Churn"
"2019","7065-YUNRY","Churn"
"2020","7694-VLBWQ","Not_Churn"
"2021","2546-KZAAT","Not_Churn"
"2022","0181-RITDD","Not_Churn"
"2023","5989-PGKJB","Churn"
"2024","4795-KTRTH","Churn"
"2025","8272-ONJLV","Churn"
"2026","1488-PBLJN","Not_Churn"
"2027","0308-GIQJT","Not_Churn"
"2028","3778-FOAQW","Not_Churn"
"2029","4452-ROHMO","Not_Churn"
"2030","6481-OGDOO","Not_Churn"
"2031","3090-LETTY","Churn"
"2032","5349-AZPEW","Churn"
"2033","3753-TSEMP","Churn"
"2034","8305-VHZBZ","Churn"
"2035","9720-JJJOR","Not_Churn"
"2036","8100-HZZLJ","Not_Churn"
"2037","8775-ERLNB","Churn"
"2038","8309-IEYJD","Churn"
"2039","9172-JITSM","Churn"
"2040","6298-QDFNH","Churn"
"2041","7398-HPYZQ","Not_Churn"
"2042","3546-GHEAE","Not_Churn"
"2043","7361-YPXFS","Not_Churn"
"2044","6557-BZXLQ","Churn"
"2045","2550-QHZGP","Not_Churn"
"2046","7519-JTWQH","Not_Churn"
"2047","2538-OIMXF","Churn"
"2048","8543-MSDMF","Churn"
"2049","9961-JBNMK","Churn"
"2050","1170-SASML","Churn"
"2051","4872-JCVCA","Not_Churn"
"2052","5346-BZCHP","Not_Churn"
"2053","2038-LLMLM","Churn"
"2054","6173-ITPWD","Churn"
"2055","9734-UYXQI","Churn"
"2056","1216-BGTSP","Churn"
"2057","4138-NAXED","Churn"
"2058","2189-UXTKY","Not_Churn"
"2059","0744-BIKKF","Not_Churn"
"2060","7483-IQWIB","Churn"
"2061","5248-KWLAR","Not_Churn"
"2062","4958-GZWIY","Not_Churn"
"2063","7996-MHXLW","Not_Churn"
"2064","7833-PKIHD","Not_Churn"
"2065","7061-OVMIM","Not_Churn"
"2066","5153-RTHKF","Churn"
"2067","1852-QSWCD","Not_Churn"
"2068","4832-VRBMR","Not_Churn"
"2069","9079-LWTFD","Not_Churn"
"2070","6356-ELRKD","Churn"
"2071","8624-GIOUT","Not_Churn"
"2072","3392-EHMNK","Not_Churn"
"2073","5986-WWXDV","Not_Churn"
"2074","3061-BCKYI","Not_Churn"
"2075","6179-GJPSO","Churn"
"2076","7901-TBKJX","Churn"
"2077","7228-PAQPD","Not_Churn"
"2078","3177-LASXD","Churn"
"2079","7746-QYVCO","Not_Churn"
"2080","5804-HYIEZ","Churn"
"2081","9919-FZDED","Not_Churn"
"2082","5934-TSSAU","Churn"
"2083","3486-KHMLI","Not_Churn"
"2084","4897-QSUYC","Churn"
"2085","1084-UQCHV","Churn"
"2086","8290-YWKHZ","Churn"
"2087","2955-BJZHG","Churn"
"2088","3806-DXQOM","Churn"
"2089","6784-XYJAE","Not_Churn"
"2090","3933-DQPWX","Not_Churn"
"2091","6661-EIPZC","Not_Churn"
"2092","8957-THMOA","Not_Churn"
"2093","2251-PYLPB","Not_Churn"
"2094","5555-RNPGT","Not_Churn"
"2095","1057-FOGLZ","Not_Churn"
"2096","9300-RENDD","Churn"
"2097","0761-AETCS","Not_Churn"
"2098","8087-LGYHQ","Churn"
"2099","4137-BTIKL","Churn"
"2100","2190-BCXEC","Churn"
"2101","6227-FBDXH","Not_Churn"
"2102","2153-MREFK","Not_Churn"
"2103","2911-WDXMV","Not_Churn"
"2104","7206-PQBBZ","Churn"
"2105","3106-ULWFW","Churn"
"2106","0925-VYDLG","Churn"
"2107","4547-FZJWE","Not_Churn"
"2108","7422-WNBTY","Churn"
"2109","0842-IWYCP","Not_Churn"
"2110","3521-HTQTV","Not_Churn"
"2111","3744-ZBHON","Not_Churn"
"2112","3373-DIUUN","Not_Churn"
"2113","8383-SGHJU","Not_Churn"
"2114","7607-QKKTJ","Not_Churn"
"2115","7707-PYBBH","Not_Churn"
"2116","8984-HPEMB","Not_Churn"
"2117","4349-GFQHK","Churn"
"2118","4139-DETXS","Not_Churn"
"2119","9779-DPNEJ","Churn"
"2120","9805-FILKB","Not_Churn"
"2121","5793-YOLJN","Not_Churn"
"2122","0673-IGUQO","Not_Churn"
"2123","4123-FCVCB","Churn"
"2124","8819-IMISP","Churn"
"2125","7802-EFKNY","Churn"
"2126","8311-UEUAB","Churn"
"2127","5858-EAFCZ","Churn"
"2128","8035-BUYVG","Not_Churn"
"2129","1163-ONYEY","Not_Churn"
"2130","9787-XVQIU","Churn"
"2131","8945-MUQUF","Not_Churn"
"2132","5656-MJEFC","Not_Churn"
"2133","6082-OQFBA","Not_Churn"
"2134","8051-HJRLT","Churn"
"2135","8974-OVACP","Churn"
"2136","4010-YLMVT","Not_Churn"
"2137","1379-FRVEB","Churn"
"2138","8612-GXIDD","Not_Churn"
"2139","6288-CHQJB","Not_Churn"
"2140","8160-HOWOX","Churn"
"2141","3023-GFLBR","Churn"
"2142","6648-INWPS","Not_Churn"
"2143","4223-BKEOR","Not_Churn"
"2144","4079-VTGLK","Not_Churn"
"2145","1763-WQFUK","Not_Churn"
"2146","1391-UBDAR","Churn"
"2147","8894-JVDCV","Not_Churn"
"2148","2023-VQFDL","Churn"
"2149","1345-GKDZZ","Not_Churn"
"2150","2014-MKGMH","Not_Churn"
"2151","5628-FCGYG","Churn"
"2152","2560-WBWXF","Not_Churn"
"2153","0248-IPDFW","Churn"
"2154","7978-DKUQH","Churn"
"2155","4335-UPJSI","Not_Churn"
"2156","0524-IAVZO","Churn"
"2157","2737-YNGYW","Churn"
"2158","1784-EZDKJ","Not_Churn"
"2159","9297-FVVDH","Not_Churn"
"2160","8007-YYPWD","Not_Churn"
"2161","7101-HRBLJ","Not_Churn"
"2162","5159-YFPKQ","Churn"
"2163","6635-CPNUN","Churn"
"2164","4021-RQSNY","Churn"
"2165","5453-YBTWV","Not_Churn"
"2166","5039-LZRQT","Not_Churn"
"2167","2931-VUVJN","Not_Churn"
"2168","9061-TIHDA","Churn"
"2169","8699-ASUFO","Churn"
"2170","6418-PIQSP","Not_Churn"
"2171","8220-OCUFY","Not_Churn"
"2172","3995-WFCSM","Churn"
"2173","1895-QTKDO","Churn"
"2174","2038-OEQZH","Churn"
"2175","1178-PZGAB","Not_Churn"
"2176","7927-AUXBZ","Churn"
"2177","2626-VEEWG","Not_Churn"
"2178","2878-RMWXY","Not_Churn"
"2179","1657-DYMBM","Not_Churn"
"2180","7311-MQJCH","Not_Churn"
"2181","7375-WMVMT","Not_Churn"
"2182","1136-XGEQU","Not_Churn"
"2183","2530-FMFXO","Not_Churn"
"2184","6844-DZKRF","Churn"
"2185","4695-WJZUE","Churn"
"2186","7619-ODSGN","Not_Churn"
"2187","5970-GHJAW","Not_Churn"
"2188","8879-XUAHX","Not_Churn"
"2189","3689-MOZGR","Churn"
"2190","4195-PNGZS","Not_Churn"
"2191","5003-XZWWO","Not_Churn"
"2192","3988-RQIXO","Churn"
"2193","7622-FWGEW","Not_Churn"
"2194","6922-NCEDI","Not_Churn"
"2195","2514-GINMM","Churn"
"2196","9891-NQDBD","Not_Churn"
"2197","6131-IUNXN","Not_Churn"
"2198","8548-AWOFC","Not_Churn"
"2199","9798-DRYDS","Churn"
"2200","8532-UEFWH","Not_Churn"
"2201","6296-DDOOR","Not_Churn"
"2202","7951-VRDVK","Churn"
"2203","5931-FLJJF","Churn"
"2204","4815-YOSUK","Not_Churn"
"2205","2659-VXMWZ","Not_Churn"
"2206","0380-NEAVX","Churn"
"2207","3207-OYBWH","Not_Churn"
"2208","4285-GYRQC","Churn"
"2209","7216-EWTRS","Churn"
"2210","4365-MSDYN","Not_Churn"
"2211","7036-TYDEC","Not_Churn"
"2212","5802-ADBRC","Churn"
"2213","8076-FEZKJ","Not_Churn"
"2214","5197-YPYBZ","Not_Churn"
"2215","8337-MSSXB","Churn"
"2216","4312-GVYNH","Not_Churn"
"2217","8495-LJDFO","Not_Churn"
"2218","0839-JTCUD","Not_Churn"
"2219","5494-WOZRZ","Not_Churn"
"2220","1302-UHBDD","Churn"
"2221","2234-EOFPT","Not_Churn"
"2222","8619-IJNDK","Not_Churn"
"2223","8378-LKJAF","Churn"
"2224","8182-BJDSI","Churn"
"2225","2528-HFYZX","Churn"
"2226","1153-GNOLC","Not_Churn"
"2227","3298-QEICA","Not_Churn"
"2228","0788-DXBFY","Not_Churn"
"2229","3597-YASZG","Not_Churn"
"2230","3496-LFSZU","Churn"
"2231","5242-UOWHD","Not_Churn"
"2232","2482-CZGBB","Churn"
"2233","6479-SZPLM","Not_Churn"
"2234","8097-VBQTZ","Not_Churn"
"2235","4500-HKANN","Not_Churn"
"2236","9917-KWRBE","Not_Churn"
"2237","3420-ZDBMA","Churn"
"2238","2212-LYASK","Not_Churn"
"2239","1393-IMKZG","Churn"
"2240","8069-RHUXK","Not_Churn"
"2241","3398-GCPMU","Not_Churn"
"2242","2908-WGAXL","Not_Churn"
"2243","3378-AJRAO","Not_Churn"
"2244","1013-QCWAM","Churn"
"2245","0866-QLSIR","Not_Churn"
"2246","6050-FFXES","Not_Churn"
"2247","7181-BQYBV","Churn"
"2248","0362-RAOQO","Not_Churn"
"2249","9554-DFKIC","Not_Churn"
"2250","5527-ACHSO","Churn"
"2251","0829-DDVLK","Not_Churn"
"2252","1399-UBQIU","Churn"
"2253","1813-JLKWR","Not_Churn"
"2254","0336-PIKEI","Not_Churn"
"2255","7322-OCWHC","Not_Churn"
"2256","9537-VHDTA","Churn"
"2257","4957-TIALW","Not_Churn"
"2258","2054-PJOCK","Not_Churn"
"2259","9150-HEPMB","Not_Churn"
"2260","9030-QGZNL","Not_Churn"
"2261","6204-IEUXJ","Churn"
"2262","3126-WQMGH","Not_Churn"
"2263","4529-CKBCL","Churn"
"2264","2506-CLAKW","Churn"
"2265","7176-WRTNX","Not_Churn"
"2266","1583-IHQZE","Churn"
"2267","5732-IKGQH","Churn"
"2268","9239-GZHZE","Not_Churn"
"2269","7205-BAIAD","Not_Churn"
"2270","0151-ONTOV","Churn"
"2271","4140-MUHUG","Churn"
"2272","0093-EXYQL","Churn"
"2273","8064-RAVOH","Churn"
"2274","0219-QAERP","Not_Churn"
"2275","0320-JDNQG","Churn"
"2276","7180-PISOG","Churn"
"2277","9168-INPSZ","Churn"
"2278","3571-RFHAR","Not_Churn"
"2279","0015-UOCOJ","Churn"
"2280","5334-AFQJB","Not_Churn"
"2281","2754-SDJRD","Churn"
"2282","9578-VRMNM","Churn"
"2283","1587-FKLZB","Churn"
"2284","6140-QNRQQ","Churn"
"2285","8963-JLGJT","Churn"
"2286","4307-KTUMW","Not_Churn"
"2287","1465-LNTLJ","Not_Churn"
"2288","5440-FLBQG","Not_Churn"
"2289","2135-DQWAQ","Churn"
"2290","4056-QHXHZ","Not_Churn"
"2291","7470-MCQTK","Not_Churn"
"2292","7488-MXJIV","Churn"
"2293","7401-JIXNM","Not_Churn"
"2294","9339-FIIJL","Not_Churn"
"2295","2027-FECZV","Churn"
"2296","2672-DZUOY","Churn"
"2297","4706-DGAHW","Churn"
"2298","3870-MQAMG","Not_Churn"
"2299","6670-MFRPK","Not_Churn"
"2300","6177-PEVRA","Not_Churn"
"2301","4800-CZMPC","Churn"
"2302","4813-HQMGZ","Churn"
"2303","7579-KKLOE","Not_Churn"
"2304","7377-DMMRI","Churn"
"2305","8402-EIVQS","Not_Churn"
"2306","4947-DSMXK","Churn"
"2307","7245-NIIWQ","Churn"
"2308","0002-ORFBO","Not_Churn"
"2309","3324-OIRTO","Not_Churn"
"2310","5414-OFQCB","Not_Churn"
"2311","4967-WPNCF","Not_Churn"
"2312","8552-OBVRU","Churn"
"2313","8499-BRXTD","Not_Churn"
"2314","9154-QDGTH","Not_Churn"
"2315","8197-BFWVU","Not_Churn"
"2316","2577-GVSIL","Not_Churn"
"2317","9367-OIUXP","Not_Churn"
"2318","6770-UAYGJ","Not_Churn"
"2319","6463-HHXJR","Not_Churn"
"2320","7928-VJYAB","Churn"
"2321","1187-WILMM","Not_Churn"
"2322","9776-OJUZI","Churn"
"2323","1306-RPWXZ","Not_Churn"
"2324","8949-JTMAY","Churn"
"2325","2774-LVQUS","Churn"
